gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;913;913;Yes
Male;Yes;Yes;No;56;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8565;482445;No
Male;No;No;Yes;56;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;212;123865;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;795;795;Yes
Female;No;Yes;No;28;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;2555;6722;No
Female;No;Yes;Yes;19;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;202;3822;No
Male;No;Yes;No;66;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;6385;42646;No
Female;No;Yes;Yes;17;Yes;Yes;DSL;No;No;Yes;Yes;No;No;One year;Yes;Mailed check;6195;10707;No
Male;No;Yes;Yes;52;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;2575;134585;No
Female;No;No;No;19;Yes;No;DSL;No;Yes;No;No;Yes;No;One year;No;Electronic check;582;104525;No
Female;No;No;No;36;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);8585;300355;No
Male;Yes;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;701;46755;Yes
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);1049;75375;No
Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1113;74821;Yes
Male;Yes;No;No;34;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;9985;334315;No
Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9525;542705;Yes
Female;No;Yes;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8625;5871;Yes
Female;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;1008;Yes
Male;No;Yes;No;8;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);1955;16115;No
Female;No;No;No;69;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;104;70285;No
Female;No;Yes;No;50;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;1044;52329;No
Male;No;No;No;10;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;195;22585;No
Female;No;Yes;Yes;12;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2525;2747;No
Female;No;No;No;14;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;863;118095;Yes
Female;No;Yes;No;70;No;No;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);4985;33702;No
Female;Yes;No;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10895;71113;No
Female;No;Yes;Yes;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);899;595885;No
Female;No;Yes;Yes;71;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);82;599985;No
Male;Yes;No;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;8995;164845;No
Male;No;Yes;No;72;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);7935;575325;No
Female;No;Yes;Yes;71;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);6405;44929;No
Male;No;Yes;Yes;38;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10115;39567;No
Female;No;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8995;262555;Yes
Male;Yes;Yes;No;17;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7645;12334;Yes
Male;No;No;No;33;No;No;DSL;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;391;1309;No
Female;No;Yes;Yes;23;No;No;DSL;Yes;No;No;Yes;No;No;Two year;No;Mailed check;346;81345;No
Male;No;Yes;Yes;58;Yes;No;No;No;No;No;No;No;No;One year;Yes;Electronic check;1955;11088;No
Female;Yes;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10445;734935;No
Male;No;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;705;2942;No
Male;No;Yes;Yes;45;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;2035;9292;No
Male;No;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70;740;Yes
Male;No;Yes;Yes;36;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1945;7545;No
Male;No;No;No;54;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;699;38833;No
Male;No;Yes;Yes;23;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Two year;No;Mailed check;597;14142;No
Female;No;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);7835;32112;No
Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7145;3716;No
Male;No;Yes;Yes;27;No;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);4585;12464;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9585;9585;No
Female;No;Yes;Yes;67;No;No;DSL;Yes;No;No;Yes;No;No;Two year;No;Credit card (automatic);357;25457;No
Female;Yes;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8955;644885;No
Female;No;Yes;Yes;56;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);2495;14689;No
Male;No;Yes;Yes;44;Yes;Yes;No;No;No;No;No;No;No;One year;No;Electronic check;2485;10136;No
Female;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;669075;No
Female;No;No;No;34;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;644;208875;Yes
Female;No;Yes;No;69;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);10535;724065;No
Female;No;Yes;Yes;1;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10245;10245;Yes
Female;No;No;No;40;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1965;83025;No
Male;No;Yes;Yes;30;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);5445;15887;No
Female;No;No;No;11;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Mailed check;705;8293;No
Female;No;No;No;15;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);201;30245;No
Male;No;No;No;11;Yes;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;6935;71225;No
Female;No;Yes;Yes;64;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);198;133665;No
Male;Yes;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);744;536075;No
Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);9305;673505;No
Female;No;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;512;512;No
Female;No;No;Yes;15;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Credit card (automatic);656;1010;No
Female;No;No;No;60;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);8055;484705;No
Male;No;No;No;56;Yes;No;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;527;30197;No
Female;No;No;No;8;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;2085;16165;No
Female;No;No;No;3;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);801;21755;Yes
Female;No;Yes;No;49;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5215;258375;No
Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;802;14605;Yes
Female;No;No;No;6;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9815;56745;Yes
Male;No;No;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11495;771125;No
Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;11295;138475;Yes
Male;Yes;Yes;No;52;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);10445;548125;No
Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11365;81242;No
Female;No;No;No;40;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);206;8273;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;709;709;Yes
Female;Yes;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8685;22095;Yes
Female;Yes;No;No;40;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9155;36736;No
Male;No;No;Yes;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;4985;4985;No
Male;No;Yes;No;30;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);198;57665;No
Male;No;Yes;Yes;23;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9985;23313;Yes
Male;No;Yes;Yes;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;745;745;Yes
Female;Yes;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;10415;449565;No
Male;No;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10915;69412;Yes
Female;Yes;No;No;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;482;34035;No
Male;Yes;No;No;72;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);251;17899;No
Female;Yes;No;No;8;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10015;90855;No
Female;No;No;No;16;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);652;104335;Yes
Male;Yes;Yes;Yes;66;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);995;682215;Yes
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7155;7155;Yes
Male;No;No;Yes;3;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;559;15755;No
Male;No;Yes;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;939;50292;Yes
Male;Yes;Yes;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);644;5817;No
Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1084;73182;Yes
Female;No;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Mailed check;853;42045;No
Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;10745;75767;No
Female;No;Yes;No;13;No;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);4875;6334;Yes
Female;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8565;32165;Yes
Female;No;Yes;Yes;54;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);913;4965;No
Male;No;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8595;61519;No
Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1067;12539;Yes
Male;No;No;No;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2515;2515;Yes
Male;Yes;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;452;452;No
Female;No;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;11035;589315;Yes
Male;No;Yes;Yes;69;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Two year;Yes;Credit card (automatic);792;542065;No
Female;No;No;No;48;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Credit card (automatic);555;262735;No
Female;No;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);10325;503755;Yes
Female;No;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;9025;74375;No
Male;No;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;9125;65896;No
Male;No;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;478;9245;Yes
Male;No;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);1009;673315;No
Male;No;Yes;Yes;34;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);977;3410;No
Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6985;19985;No
Female;No;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;Yes;No;One year;Yes;Mailed check;656;5933;No
Male;No;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10465;72884;No
Male;No;No;No;57;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);9045;52298;No
Male;No;No;No;72;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);637;44648;No
Female;Yes;Yes;Yes;48;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1045;506805;No
Male;No;No;No;18;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;201;40185;No
Male;No;Yes;Yes;43;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1043;445185;No
Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);9325;668895;No
Male;No;Yes;Yes;35;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);7345;26611;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;207;7305;No
Female;No;Yes;Yes;49;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;2525;121165;No
Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;No;Bank transfer (automatic);1005;703065;No
Male;No;Yes;Yes;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;906;10202;No
Male;No;Yes;Yes;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);894;559765;No
Female;Yes;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9545;62233;No
Female;No;No;Yes;49;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2045;102465;No
Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);986;29332;Yes
Female;Yes;Yes;No;15;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;8305;12583;Yes
Female;No;Yes;Yes;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;1995;829;No
Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);10915;77896;No
Female;Yes;Yes;No;26;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);857;2067;No
Female;Yes;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);10205;345255;No
Female;No;No;No;57;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Electronic check;947;546895;No
Male;No;Yes;Yes;28;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;644;180215;No
Female;No;Yes;No;25;Yes;Yes;No;No;No;No;No;No;No;One year;Yes;Mailed check;268;73355;No
Female;No;Yes;No;47;Yes;No;DSL;Yes;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);6605;302145;No
Female;No;Yes;Yes;57;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);652;368785;No
Male;Yes;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8505;139115;No
Male;No;No;No;5;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;558;27435;No
Male;No;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);704;121405;Yes
Female;Yes;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10475;551065;Yes
Male;No;Yes;Yes;72;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);1995;132285;No
Female;Yes;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9425;197375;Yes
Female;No;Yes;Yes;48;No;No;DSL;Yes;No;Yes;No;No;Yes;One year;No;Credit card (automatic);45;21963;No
Female;No;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1149;784355;No
Female;No;No;No;30;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);1064;32119;No
Female;No;Yes;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;461;13015;No
Female;Yes;No;No;14;No;No;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;397;69235;No
Female;No;No;Yes;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);2005;855;No
Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);9575;68494;No
Male;No;Yes;Yes;8;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;244;20395;No
Male;No;Yes;Yes;61;No;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);336;21172;No
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);9045;656585;No
Female;No;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84;42475;No
Female;No;No;No;49;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);674;330685;No
Male;No;No;No;8;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);197;1689;No
Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8035;2538;No
Male;No;Yes;Yes;9;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;196;1974;No
Male;No;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);542;38382;No
Male;No;No;No;46;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);452;206515;No
Female;No;Yes;No;67;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Mailed check;751;506445;No
Female;No;Yes;No;55;Yes;No;No;No;No;No;No;No;No;One year;No;Electronic check;197;114005;No
Male;No;Yes;No;33;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);7275;244745;No
Male;No;Yes;Yes;62;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2005;12639;No
Female;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4595;4595;Yes
Male;No;Yes;Yes;49;No;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;392;183815;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4475;4475;No
Male;No;Yes;No;14;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8265;1185;No
Male;Yes;No;No;18;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);939;17439;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;7015;Yes
Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8555;8555;Yes
Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11715;85295;No
Male;No;No;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);9925;654945;No
Male;No;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11255;78065;No
Female;No;No;No;1;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;257;257;No
Male;No;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);903;62873;No
Female;No;Yes;Yes;66;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);494;325185;No
Male;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;194;506;No
Female;Yes;Yes;No;71;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1097;790425;No
Male;No;No;No;11;Yes;No;DSL;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;6125;72995;No
Male;No;No;Yes;47;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;553;265405;No
Female;No;Yes;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;703;241655;Yes
Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);10635;352075;Yes
Male;No;Yes;Yes;60;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10375;596995;No
Male;No;No;No;11;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;195;2268;No
Female;No;No;No;29;No;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);395;108275;No
Male;No;Yes;Yes;21;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2605;56575;No
Male;Yes;Yes;No;48;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9105;437075;No
Female;No;No;Yes;3;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;2965;9005;No
Female;No;Yes;Yes;43;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;502;21694;No
Male;No;No;No;5;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;1053;5506;No
Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;5545;5545;No
Male;No;Yes;Yes;71;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;8545;630085;No
Female;No;Yes;Yes;8;Yes;No;No;No;No;No;No;No;No;One year;No;Electronic check;198;16005;No
Male;No;No;No;8;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;5925;4366;No
Male;No;No;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);907;178135;No
Female;No;Yes;Yes;33;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;1037;3467;Yes
Male;No;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Credit card (automatic);7905;55525;No
Female;Yes;Yes;No;31;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;907;28355;No
Female;Yes;Yes;No;38;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Credit card (automatic);95;359125;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8835;8835;Yes
Female;No;Yes;Yes;2;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;3025;6375;No
Female;No;Yes;No;12;No;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);4985;61715;No
